id,claim,evidence,label,topic
3230,Basildon has residents that work in Central London because of the ease of access to the city.,Basildon has residents that work in Central London because of the ease of access to the city.,1,creation
3231,Shawn Carlson is a STEM educator.,Shawn Carlson is a STEM educator.,1,information
3232,A Milli is a song by someone born in 1982.,A Milli is a song by someone born in 1982.,1,gossip
3233,The Indian Institute of Management Bangalore offers an executive practice program.,The Indian Institute of Management Bangalore offers an executive practice program.,1,gossip
3234,Fantastic Four (2005 film) was released on the 8th.,Fantastic Four (2005 film) was released on the 8th.,1,creation
3235,Liam Neeson was nominated for three Golden Globe Awards for Best Actor in a Motion Picture Drama.,Liam Neeson was nominated for three Golden Globe Awards for Best Actor in a Motion Picture Drama.,1,creation
3236,Melancholia has Kiefer Sutherland in a starring role.,Melancholia has Kiefer Sutherland in a starring role.,1,information
3237,Fortunes of War caused the union of two actors.,Fortunes of War caused the union of two actors.,1,politics
3238,An American singer-songwriter made Hourglass.,An American singer-songwriter made Hourglass.,1,creation
3239,Kenneth Branagh stars in Fortunes of War.,Kenneth Branagh stars in Fortunes of War.,1,information
3240,A Floppy disk is a type of storage.,A Floppy disk is a type of storage.,1,information
3241,PacSun vends items made for young adults.,PacSun vends items made for young adults.,1,creation
3242,Underdog stars Peter Dinklage.,Underdog stars Peter Dinklage.,1,information
3243,Jens Stoltenberg was Prime Minister of Norway.,Jens Stoltenberg was Prime Minister of Norway.,1,information
3244,Production took place in Sydney for the movie Australia (2008 film).,Production took place in Sydney for the movie Australia (2008 film).,1,creation
3245,Human trafficking is the trade of humans.,Human trafficking is the trade of humans.,1,information
3246,Muscarinic acetylcholine receptors are actylcholine receptors.,Muscarinic acetylcholine receptors are actylcholine receptors.,1,information
3247,The Wallace is historically inaccurate.,The Wallace is historically inaccurate.,1,industry
3248,The Chagatai language was a Turkic language spoken in India.,The Chagatai language was a Turkic language spoken in India.,1,information
3249,Roar (song) is a song by American singer Katy Perry.,Roar (song) is a song by American singer Katy Perry.,1,information
3250,Guillermo del Toro was born.,Guillermo del Toro was born.,1,politics
3251,Pharrell Williams and Shay Haley were in a band together.,Pharrell Williams and Shay Haley were in a band together.,1,information
3252,John Deighton had no choice but to pursue other lines of work.,John Deighton had no choice but to pursue other lines of work.,1,natural
3253,Bryan Howd was a Golden Globe nominee.,Bryan Howd was a Golden Globe nominee.,1,politics
3254,Destruction of the World Trade Center took place on September 11.,Destruction of the World Trade Center took place on September 11.,1,religion
3255,Jim Halpert was played by John Krasinski.,Jim Halpert was played by John Krasinski.,1,information
3256,Palo Alto California's location is the San Francisco Bay Area.,Palo Alto California's location is the San Francisco Bay Area.,1,information
3257,Michael Vick has a middle name.,Michael Vick has a middle name.,1,information
3258,The Closer's seventh season began on July 11 2011.,The Closer's seventh season began on July 11 2011.,1,creation
3259,Lou Gehrig got more votes than any other baseball players on the Major League Baseball All-Century Team in 1999.,Lou Gehrig got more votes than any other baseball players on the Major League Baseball All-Century Team in 1999.,1,information
3260,Tinker Tailor Soldier Spy stars an actor.,Tinker Tailor Soldier Spy stars an actor.,1,natural
3261,Drake Bell released an album.,Drake Bell released an album.,1,information
3262,In the early 1970's Heavy Metal music was developed.,In the early 1970's Heavy Metal music was developed.,1,politics
3263,Shooter is about a marksman.,Shooter is about a marksman.,1,information
3264,James VI and I was a major advocate of a single parliament for England.,James VI and I was a major advocate of a single parliament for England.,1,politics
3265,Pen̩lope Cruz has modeled for the clothing company Mango.,Pen̩lope Cruz has modeled for the clothing company Mango.,1,sports
3266,One album by Eminem is Recovery.,One album by Eminem is Recovery.,1,gossip
3267,There is a Showtime series with Nicholas Brody as a character.,There is a Showtime series with Nicholas Brody as a character.,1,gossip
3268,Veeru Devgan is a director.,Veeru Devgan is a director.,1,creation
3269,Riddick is in a film.,Riddick is in a film.,1,creation
3270,CHiPs is a film.,CHiPs is a film.,1,information
3271,Southpaw is an American film from 2015.,Southpaw is an American film from 2015.,1,sports
3272,Camden New Jersey is in Camden County New Jersey.,Camden New Jersey is in Camden County New Jersey.,1,politics
3273,The Colosseum is a tourist attraction in Rome.,The Colosseum is a tourist attraction in Rome.,1,sports
3274,Bad Romance was released as a single.,Bad Romance was released as a single.,1,politics
3275,At age 18 Miranda Otto began her acting career.,At age 18 Miranda Otto began her acting career.,1,gossip
3276,Colin Kaepernick was quarterback backup to Alex Smith.,Colin Kaepernick was quarterback backup to Alex Smith.,1,sports
3277,Lalla Ward was named Sarah Ward.,Lalla Ward was named Sarah Ward.,1,sports
3278,The Mirny (sloop-of-war) traveled the globe.,The Mirny (sloop-of-war) traveled the globe.,1,creation
3279,Neil Diamond has a middle name called Leslie.,Neil Diamond has a middle name called Leslie.,1,information
3280,Psych's protagonist is acted by an American.,Psych's protagonist is acted by an American.,1,information
3281,Psych's protagonist is Shawn Spencer.,Psych's protagonist is Shawn Spencer.,1,creation
3282,Hourglass was James Taylor's first album in 6 years.,Hourglass was James Taylor's first album in 6 years.,1,information
3283,Flaked was renewed for a season lasting six episodes.,Flaked was renewed for a season lasting six episodes.,1,gossip
3284,Gin is a drink.,Gin is a drink.,1,gossip
3285,Daggering is associated with dancehall music.,Daggering is associated with dancehall music.,1,creation
3286,Invasion literature is a genre.,Invasion literature is a genre.,1,creation
3287,Michelin Guides are a series of books.,Michelin Guides are a series of books.,1,information
3288,The Millers was announced for cancellation.,The Millers was announced for cancellation.,1,politics
3289,L.A. Reid has been the chairman of an American record label group that formed in 1998.,L.A. Reid has been the chairman of an American record label group that formed in 1998.,1,creation
3290,The Prowler was created by people.,The Prowler was created by people.,1,information
3291,Shinji Mikami directed Dino Crisis.,Shinji Mikami directed Dino Crisis.,1,information
3292,I Kissed a Girl is a work of music.,I Kissed a Girl is a work of music.,1,creation
3293,Always is a film.,Always is a film.,1,information
3294,Bermuda Triangle is where a number of aircraft and ships have disappeared under mysterious circumstances.,Bermuda Triangle is where a number of aircraft and ships have disappeared under mysterious circumstances.,1,information
3295,West Virginia borders Maryland.,West Virginia borders Maryland.,1,creation
3296,Vedam is a drama film.,Vedam is a drama film.,1,information
3297,Magic Johnson played basketball.,Magic Johnson played basketball.,1,information
3298,Fidel Castro was a person.,Fidel Castro was a person.,1,industry
3299,Cadet Kelly was a Disney Channel Original.,Cadet Kelly was a Disney Channel Original.,1,information
3300,Luis Fonsi uses a pseudonym.,Luis Fonsi uses a pseudonym.,1,information
3301,Wentworth Miller made his screenwriting debut with the 2013 thriller film Stoker.,Wentworth Miller made his screenwriting debut with the 2013 thriller film Stoker.,1,politics
3302,One novel is the basis for The Hunchback of Notre Dame.,One novel is the basis for The Hunchback of Notre Dame.,1,information
3303,Thomas Jefferson founded the University of Virginia after retiring.,Thomas Jefferson founded the University of Virginia after retiring.,1,natural
3304,Kesha sings writes songs and raps for a living.,Kesha sings writes songs and raps for a living.,1,politics
3305,Tie Your Mother Down was from a Queen album.,Tie Your Mother Down was from a Queen album.,1,religion
3306,1979 was the year when Rob Sheridan was born.,1979 was the year when Rob Sheridan was born.,1,information
3307,Harris Jayaraj is an Indian man.,Harris Jayaraj is an Indian man.,1,information
3308,Ashley Graham has appeared in Vogue magazine.,Ashley Graham has appeared in Vogue magazine.,1,information
3309,Creedence Clearwater Revival possessed John Fogerty as lead vocalist and guitarist.,Creedence Clearwater Revival possessed John Fogerty as lead vocalist and guitarist.,1,creation
3310,Janet Leigh was an actress.,Janet Leigh was an actress.,1,information
3311,Home for the Holidays stars a producer from the United States.,Home for the Holidays stars a producer from the United States.,1,natural
3312,Tijuana is part of at least one metropolitan area.,Tijuana is part of at least one metropolitan area.,1,information
3313,Cheese in the Trap (TV series) stars Seo Kang-joon.,Cheese in the Trap (TV series) stars Seo Kang-joon.,1,politics
3314,Southpaw is a sports drama film.,Southpaw is a sports drama film.,1,information
3315,Arizona is a state of the United States.,Arizona is a state of the United States.,1,politics
3316,James Jones missed the playoffs once in 2007-2008.,James Jones missed the playoffs once in 2007-2008.,1,sports
3317,The media cites Mani Ratnam as one of India's influential filmmakers.,The media cites Mani Ratnam as one of India's influential filmmakers.,1,gossip
3318,Tom Baker has narrated television series.,Tom Baker has narrated television series.,1,gossip
3319,Savages is an American thriller film.,Savages is an American thriller film.,1,creation
3320,The Palace of Caserta former home of the Bourbon royalty lies near Naples.,The Palace of Caserta former home of the Bourbon royalty lies near Naples.,1,creation
